Keyword,VendorCode,VendorName,Email To,Email CC,MC ,Buyer
,9340,"GREEN (VIET NAM) CO., LTD",green.xanhxanh1@gmail.com;green.xanhxanh2@gmail.com;greencords.xanhxanh@gmail.com,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ChiQuocHung.Le@ttigroup.com.vn,ChiQuocHung.Le@ttigroup.com.vn,"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"
,11126,HAIXING TECHNOLOGY (VIET NAM) COMPANY LIMITED,sales08@haixing-tech.com; sales12@haixing-tech.com;sales05@haixing-tech.com,ThienAn.Phan@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThienAn.Phan@ttigroup.com.vn,"TVN524979, Phan Thien An (VN.OP-SC)"
,9460,HANSEONG VIET NAM PRECISION TECHNOLOGY COMPANY LIMITED,Hanseonqc@gmail.com;Huongle.hanseong@gmail.com;hanseonged@gmail.com;hanseongmd@gmail.com;hanseongmetal@163.com;thoatran.hanseong@gmail.com,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,AnhThu.Nguyen1@ttigroup.com.vn,"TVN621316, Nguyen Anh Thu (VN.OP-SUC)"
,11776,HAUDE COMPANY LIMITED,haude.purchase01@gmail.com;houde.bag@shunbox.com;houde.hu036@amail.com;houde.hu036@gmail.com;houde.li061@gamil.com;houde.li061@gmail.com;houde.vn038@gmail.com;yenngochaudemc@gmail.com,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ThiThuyDuong.Bui@ttigroup.com.vn,ThiThuyDuong.Bui@ttigroup.com.vn,"TVN525403, Bui Thi Thuy Duong (VN.OP-SC)"
,10332,"HIROTA PRECISION VIET NAM CO., LTD.",doan-tuan@hirota-vn.com;le-lan@hirota-vn.com;nhan-acc@hirota-vn.com;nhathirota@gmail.com;thuy-warehouse@hirota-vn.com;van-sales@hirota-vn.com,ThiThanhMai.Vo@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThiThanhMai.Vo@ttigroup.com.vn,"TVN622650, Duong Nguyen Khanh Dang (VN.OP-SUC)"
,11420,"HK YOUHUIYU INDUSTRY CO., LIMITED",Nguyenmien@sozongroup.com;PY.Hou-GMA@xiyugroup.cn;cs-vn001@xiyugroup.cn;eng2@xiyugroup.cn;eng3@xiyugroup.cn;eng5@xiyugroup.cn;hjh871016@xiyugroup.cn;hoangminhhuyen021199@gmail.com;mengshi@sozongroup.com;nguyenmien@sozongroup.com;pmc-vn002@xiyugroup.cn;qa001@xiyugroup.cn;sale1@xiyugroup.cn;trangnambui@gmail.com;xiuxiu010188@gmail.com;yuan-pd@xiyugroup.cn;zhao-eng@xiyugroup.cn;陈氏秀 <pmc-vn002@xiyugroup.cn>; 黄利勇 <liyonghuang@xiyugroup.cn>,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;Anh.Trinh@ttigroup.com.vn,Anh.Trinh@ttigroup.com.vn,"TVN637647, Trinh Hoang Kim Anh (VN.OP-SC-PMC)"
,12429,HONDA (DONG NAI) PRINTING AND PACKAGING COMPANY LIMITED,tnsales@hondaholdings.com; tn-sales3@hondaholdings.com; tn-sales2@hondaholdings.com; yingli@hondaholdings.com; mark.xiong@hondaholdings.com; rongjin.yang@gaoyipp.com; tn-guanwu@hondaholdings.com,ThanhYen.Tran@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThanhYen.Tran@ttigroup.com.vn,"TVN172, Tran Thanh Yen - TTIVN"
,12260,"HONG DAH INDUSTRY CO.,LTD",dungdt_hd@yahoo.com;quyen0806@gmail.com;nthienthao87@yahoo.com;chinhlb_hd@yahoo.com,VanDuc.Nguyen1@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,VanDuc.Nguyen1@ttigroup.com.vn,"TVN622655, Nguyen Van Duc (VN.OP-SUC)"
,12026,Hong Kong Jiapin Technology Company Limited,yangshilong@huajie.com; lijy@huajie.com;julia@huajie.com;tangfangqianhuazhijie-yewuzhichi@huajie.com; salessupport_vn01@huajie.com; salessupport_vn01@huajie.com; thi@huajie.com; evan.wong@huajie.com;bellajoy@huajie.com; tao@huajie.com; luenfucao@huajie.com; salessupport_vn03@huajie.com ;wuboguo@huajie.com,ThiMai.Le@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThiMai.Le@ttigroup.com.vn,"TVN514082, Le Thi Mai (VN.OP-SUC)"
,10458,"HONG KONG YOU QIANG INTERNATIONAL TRADING CO., LIMITED",youqiang@youqiangvn.com; youqiang045@gmail.com,KhanhTuong.To@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,KhanhTuong.To@ttigroup.com.vn,"TVN505802, To Khanh Tuong"
,8650,"HONG KONG SUMIDA TRADING CO., LTD.",lhy2008zh@vip.126.com;donna@zhiaovn.com;paul@zhiaovn.com;jocasta@zhiaovn.com;13826499885@163.com,VanDuc.Nguyen1@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,VanDuc.Nguyen1@ttigroup.com.vn,"TVN622655, Nguyen Van Duc (VN.OP-SUC)"
,9317,HONG VAN METAL WARE LIMITED COMPANY,hongyuntti@gmail.com; 867977824@qq.com,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ThuHien.Nguyen@ttigroup.com.vn,ThuHien.Nguyen@ttigroup.com.vn,"TVN637980, Nguyen Thu Hien (VN.OP-SC-PMC)"
,12807,HONG LI INDUSTRY COMPANY LIMITED,sunny.bai@mail.holeon.hk; angela.huang@mail.holeon.hk; sales07@mail.holeon.hk,ThanhYen.Tran@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThanhYen.Tran@ttigroup.com.vn,"TVN172, Tran Thanh Yen - TTIVN"
,9204,"HONGKONG GUANGJIU INDUSTRIAL CO., LIMITED",Nguyenmien@sozongroup.com;hannya.xq@gmail.com;hdlyingshua@sozongroup.com;luyouhua@sozongroup.com;nguyenhaannhien20@gmail.com;pd-vn001@xiyugroup.cn;phanoanh17051990@gmail.com;qin@sozongroup.com;sophiapan@sozongroup.com;vnser@sozongroup.com;vuthihuong@sozongroup.com;xiaojunjie@sozongroup.com;xjyezhu-1@sozongroup.com;xqli@sozongroup.com;yezhu01@sozongroup.com;yezhu08@sozongroup.com;yuan-pd@xiyugroup.cn;yujun@sozongroup.com;zhangmin@sozongroup.com;phanthioanh@sozongroup.com,NhatDoan.Nguyen@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,NhatDoan.Nguyen@ttigroup.com.vn,"TVN595846, Sol Nguyen Nhat Doan (VN.OP-PMC)"
,10379,IVORY TOWER INVESTMENTS LIMITED,sales208@gxprintmall.com;vitochen@gxprintmall.com; sales225@gxprintmall.com; nancy@gxprintmall.com;pchsu@gxprintmall.com; kitty@gxprintmall.com,HoangMinh.Phan@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;ThiThuyDuong.Bui@ttigroup.com.vn,HoangMinh.Phan@ttigroup.com.vn;ThiThuyDuong.Bui@ttigroup.com.vn,"TVN525403, Bui Thi Thuy Duong (VN.OP-SC)"
,10457,JECKSON ELECTRIC COMPANY LIMITED,liuyilong@casil-jeckson.com; ruanshicui@casil-cheeyuen.com; xujiahui@casil-jeckson.com; wencuix@casil-cheeyuen.com,ThiMinhNghia.Tran@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThiMinhNghia.Tran@ttigroup.com.vn,"TVN898, Tran Thi Minh Nghia"
,11906,JINDING POWDER METALLURGY VIETNAM COMPANY LIMITED,Sale01@vnjdyj.com,BaoYen.Lam@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;NgocTuyen.Le@ttigroup.com.vn,BaoYen.Lam@ttigroup.com.vn;NgocTuyen.Le@ttigroup.com.vn,"TVN536636, Lam Bao Yen (VN.OP-SC)"
,12871,JIABEN ELECTRONICS TECHNOLOGY (VIETNAM) COMPANY LIMITED,doli.zhou@jiaben.com;jiaben@vip.163.com,Dang.Duong@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,Dang.Duong@ttigroup.com.vn,"TVN622650, Duong Nguyen Khanh Dang (VN.OP-SUC)"
,11894,"JINYANG CO., LTD",jyvn.sales01@jy-oilseal.com;jyvnexport01@jy-oilseal.com,VanDuc.Nguyen1@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,VanDuc.Nguyen1@ttigroup.com.vn,"TVN622655, Nguyen Van Duc (VN.OP-SUC)"
,10589,JOY PROSPER ENTERPRISE COMPANY LIMITED,lilia@sunluenmetal.com;angel@sunluenmetal.com;ava@sunluenmetal.com;vnpmc@sunluenmetal.com;vnpmc@sunluenmetal.com;vnpmc02@sunluenmetal.com;thienan.phan@ttigroup.com.vn;js@siruixs.com;zhangtranmyky@gmail.com;vnpmc03@sunluenmetal.com; vnpmc04@sunluenmetal.com,ThienAn.Phan@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThienAn.Phan@ttigroup.com.vn,"TVN524979, Phan Thien An (VN.OP-SC)"
,9793,"KANGPING TECHNOLOGY (VIETNAM)CO.,LTD",mc-sale@vnkangping.com; fiona@chinahighspeed.net; xiehong@chinahighspeed.net; xianyongwu@chinahighspeed.net; wuxiaozhen@chinahighspeed.net; shirly.xia@chinahighspeed.net; wendy.song@szkangping.com; lisongfang@chinahighspeed.net; vn-sales03@vnkangping.com;mc-sale@chinahighspeed.net,ThiMai.Le@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThiMai.Le@ttigroup.com.vn,"TVN514082, Le Thi Mai (VN.OP-SUC)"
,11500,KHGEARS VIETNAM COMPANY LIMITED,danny.nguyen@khgears.com;sunnytang@khgears.com;tuan.nguyen@khgears.com,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ChiQuocHung.Le@ttigroup.com.vn,ChiQuocHung.Le@ttigroup.com.vn,"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"
,10742,"L.A PRINT CO.,LTD",vu.le@laprint.com.vn; phuong.huynh@laprint.com.vn; ton.nguyen@laprint.com.vn,ThanhYen.Tran@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThanhYen.Tran@ttigroup.com.vn,"TVN172, Tran Thanh Yen - TTIVN"
,,KIM HUNG PHAT VN COMPANY LIMITED,saleskhp888@gmail.com; congtykimhungphat888@gmail.com;,ThanhYen.Tran@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThanhYen.Tran@ttigroup.com.vn,"TVN172, Tran Thanh Yen - TTIVN"
,12884,LAIYI (VIET NAM) ELECTRIC APPLIANCE COMPANY LIMITED,minhngocle11@laiyivietnam.vn;phongketoan@laiyivietnam.vn,Dang.Duong@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,Dang.Duong@ttigroup.com.vn,"TVN622650, Duong Nguyen Khanh Dang (VN.OP-SUC)"
,13264,LIBERALTECH (VIETNAM) COMPANY LIMITED,chalieling_xb@163.com; xinbo1_a@126.com,HoMinhAnh.Vu@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,HoMinhAnh.Vu@ttigroup.com.vn,"TVN551766, Vu Ho Minh Anh (VN.OP-PMC)"
,9807,"LONGOOD INTELLIGENT ELECTRIC (Vietnam) CO., LIMITED",zhudan@longood.com; hegd@longood.com; tracy@longood.com; hailee@longood.com; anwei@longood.com; keishanguyen@longood.com,TienTrien.Pham@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,TienTrien.Pham@ttigroup.com.vn,"TVN533110, Pham Tien Trien (VN.OP-SC)"
,10534,MINH THU ACCURATELY MECHANIC COMPANY LIMITED,customerservice@minhthu.vn;ngoc.tty@minhthu.vn;qc@minhthu.vn,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ChiQuocHung.Le@ttigroup.com.vn,ChiQuocHung.Le@ttigroup.com.vn,"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"
,12965,MELCO INDUSTRIAL SUPPLIES (VIETNAM) COMPANY LIMITED,alley_vo@melco.com.hk;casey_hiu@melco.com.hk;peter_le@melco.com.hk;pique_lam@melco.com.hk;ray_choi@melco.com.hk;vnmelco@melco.com.hk;lucy_vo@melco.com.hk,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,AnhThu.Nguyen1@ttigroup.com.vn,"TVN621316, Nguyen Anh Thu (VN.OP-SUC)"
,10659,LIEN VINH PRODUCTION TRADING JOINT STOCK COMPANY,antihuydang@gmail.com;dienlivico@gmail.com;halienlivico@gmail.com;thamlivico@gmail.com; vinhnguyenlivico@gmail.com,VanDuc.Nguyen1@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,VanDuc.Nguyen1@ttigroup.com.vn,"TVN622655, Nguyen Van Duc (VN.OP-SUC)"
,10681,"NGOC THANH PHUOC PACKAGING CO.,LTD",kimtuyen@nhuangocthanhphuoc.com; khonglong0107@gmail.com; minhhoang150430@gmail.com,ThanhYen.Tran@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThanhYen.Tran@ttigroup.com.vn,"TVN172, Tran Thanh Yen - TTIVN"
,444,"NADFINLO PLASTICS INDUSTRY CO., LTD.",frank.chen@nadfinlo.com.cn;grace.chan@nadfinlo.com;james.wu@nadfinlo.com.vn;nvnfnl02@nadfinlo.com.vn;nvnfnl04@nadfinlo.com.vn;nvnfnl07@nadfinlo.com.vn;nvnpmc04@nadfinlo.com.vn;nvnsnp10@nadfinlo.com.vn,ThiHongDat.Le@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThiHongDat.Le@ttigroup.com.vn,"TVN592868, Le Thi Hong Dat (VN.OP-PMC)"
,13313,NEW SUN VIET NAM TECHNOLOGY COMPANY LIMITED,linh.duong@newsunvn.com; uyen.tran@newsunvn.com;thuy.le@newsunvn.com,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ChiQuocHung.Le@ttigroup.com.vn,ChiQuocHung.Le@ttigroup.com.vn,"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"
,11503,NAM VIET GROUP SOLUTIONS JOINT STOCK COMPANY,cskh03@namvietsg.com,ThanhYen.Tran@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThanhYen.Tran@ttigroup.com.vn,"TVN172, Tran Thanh Yen - TTIVN"
,13751,PHO YEN MECHANICAL JOINT STOCK COMPANY,nguyentrunghieu@fomeco.vn; ngovanphuc@fomeco.vn; levankhanh@fomeco.vn; tathingocnuong@fomeco.vn; lengocha@fomeco.vn; tothitrang@fomeco.vn;,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;HoMinhAnh.Vu@ttigroup.com.vn,HoMinhAnh.Vu@ttigroup.com.vn,"TVN551766, Vu Ho Minh Anh (VN.OP-PMC)"
,13729,"QIAN SHENG HARDWARE CO., LTD",jessica@zg-qiansheng.com; jojo-hk@zg-qiansheng.com; marketing001@zg-qiansheng.com; duyen@zg-qiansheng.com,NhatDoan.Nguyen@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,NhatDoan.Nguyen@ttigroup.com.vn,"TVN595846, Sol Nguyen Nhat Doan (VN.OP-PMC)"
,5292,"QITENG INDUSTRY (H.K.) CO.,LIMITED",sd03@qiteng-hardware.com; sd02@qiteng-hardware.com; SLXU@SZHSX.COM; sd05@qiteng-hardware.com,BaoYen.Lam@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;NgocTuyen.Le@ttigroup.com.vn,BaoYen.Lam@ttigroup.com.vn;NgocTuyen.Le@ttigroup.com.vn,"TVN536636, Lam Bao Yen (VN.OP-SC)"
,11488,R-PAC VIETNAM LIMITED,Annie.Hoang@r-pac.com;Dung.Than@r-pac.com;Elsa.nguyen@r-pac.com;Jason.Tran@r-pac.com;Julia.Dang@r-pac.com;Kayla.Ngo@r-pac.com;Kei.Do@r-pac.com;Mytien.Mai@r-pac.com;Nhung.Bui@r-pac.com;Thuan.tran@r-pac.com;Trang.phan@r-pac.com;Tron.Danh@r-pac.com;chau.ha@r-pac.com;chris.nguyen@r-pac.com;hieu.nguyen@r-pac.com;lan.vu@r-pac.com;lisa.phan@r-pac.com;nhung.nguyen@r-pac.com;truongvan.dang@r-pac.com;van.thuy@r-pac.com,NgocHuy.Mai@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,NgocHuy.Mai@ttigroup.com.vn,"TVN568025, Mai Ngoc Huy (VN.OP-PMC)"
,10561,QUAN NHAT BINH PHUOC COMPANY LIMITED,chuck.wang@163.com; ctyquannhat86@gmail.com; quannhat234@gmail.com; baobihungtin@gmail.com; hungtin062021@gmail.com; guanyitongnai@gmail.com,ThanhYen.Tran@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThanhYen.Tran@ttigroup.com.vn,"TVN172, Tran Thanh Yen - TTIVN"
,9878,SHENGLI VN COMPANY LIMITED,dck6868@163.com; dck808@163.com; bali321@163.com,ThanhYen.Tran@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThanhYen.Tran@ttigroup.com.vn,"TVN172, Tran Thanh Yen - TTIVN"
,12518,SCHINDLER VIETNAM LIMITED,duyson.nguyen@schindler.com; phuoc.vo@schindler.com; tue.nguyen@schindler.com; giap.dinh@schindler.com; suong.mai@schindler.com; thanhthao.ly@schindler.com;  truong.nguyen@schindler.com; congminh.hoang@schindler.com,VanDuc.Nguyen1@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,VanDuc.Nguyen1@ttigroup.com.vn,"TVN622655, Nguyen Van Duc (VN.OP-SUC)"
,11858,SYF VIETNAM JOINT STOCK COMPANY,"vivienne@syf.com.cn;vivienne@syf.com.cn; vsyfkt@syf.com.cn;vsyfkd@syf.com.cn
",ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ThuHien.Nguyen@ttigroup.com.vn,ThuHien.Nguyen@ttigroup.com.vn,"TVN637980, Nguyen Thu Hien (VN.OP-SC-PMC)"
,12555,SUNLITETEK (VIETNAM) COMPANY LIMITED,rizhi.yu@sunlitetek.com; sales02@sunlitetek.com; zongyue.chen@sunlitetek.com; yngs006@sunlitetek.com; yngs002@sunlitetek.com; Yngs005@sunlitetek.com,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ThuHien.Nguyen@ttigroup.com.vn,ThuHien.Nguyen@ttigroup.com.vn,"TVN637980, Nguyen Thu Hien (VN.OP-SC-PMC)"
,12628,SHUNDA MOLD (VIETNAM) COMPANY LIMITED,sdcby@sd-diecasting.com;sddlf@sd-diecasting.com;sddr@sd-diecasting.com;sdlz@sd-diecasting.com;sdsjy@sd-diecasting.com;sdtjl@sd-diecasting.com;sdwjj@sd-diecasting.com;sdzl2@sd-diecasting.com;sdzly@sd-diecasting.com;sdzqd@sd-diecasting.com;congtyshunda@gmail.com,NhatDoan.Nguyen@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,NhatDoan.Nguyen@ttigroup.com.vn,"TVN595846, Sol Nguyen Nhat Doan (VN.OP-PMC)"
,12616,SHUN KING PARK PRECISION CASTING VIETNAM COMPANY LIMITED,jhwei@hk-sk.com;lfzhang@hk-sk.com;tewy@hk-sk.com;yn3@hk-sk.com,NhatDoan.Nguyen@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,NhatDoan.Nguyen@ttigroup.com.vn,"TVN595846, Sol Nguyen Nhat Doan (VN.OP-PMC)"
,12591,THIEN HAI PACKAGING COMPANY LIMITED,nhungdoan88@gmail.com;thienhaipackaging.sale@gmail.com;thienhaipackaging@gmail.com,ThanhYen.Tran@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThanhYen.Tran@ttigroup.com.vn,"TVN172, Tran Thanh Yen - TTIVN"
,10562,THANH HOA PRINTING ONE MEMBER COMPANY LIMITED,peiyuen@foxmail.com,ThanhYen.Tran@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThanhYen.Tran@ttigroup.com.vn,"TVN172, Tran Thanh Yen - TTIVN"
,12225,TALWAY VIET NAM COMPANY LIMITED,twgw03@talway.vn; s77@guangwei-china.com; s501@guangwei-china.com;,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ChiQuocHung.Le@ttigroup.com.vn,ChiQuocHung.Le@ttigroup.com.vn,"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"
,12078,THANH DUONG GREEN PACKAGING COMPANY LIMITED,doan.acc@gmail.com; pcqr@szauzon.com; aaron@szauzon.com,ThanhYen.Tran@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThanhYen.Tran@ttigroup.com.vn,"TVN172, Tran Thanh Yen - TTIVN"
,12603,THANH CONG TRADING AND PRODUCT JOINT STOCK COMPANY,thanhcongdiecasting1@gmail.com,BaoYen.Lam@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;NgocTuyen.Le@ttigroup.com.vn,BaoYen.Lam@ttigroup.com.vn;NgocTuyen.Le@ttigroup.com.vn,"TVN536636, Lam Bao Yen (VN.OP-SC)"
,11151,TOPBAND SMART DONG NAI (VIET NAM) COMPANY LIMITED,lil@topband.com.cn; xiey@topband.com.cn; liwt@topband.com.cn; iangd@topband.com.cn; guanyulan@topband.com.cn; zengqu@topband.com.cn; zengqu@topband.com.cn; baos@topband.com.cn; yangxu@topband.com.cn; ruanshixiang@topband.com.cn; guanyulan@topband.com.cn; huangyongfang1@topband.com.cn; ruanshichun@topband.com.cn; ThiHiep.Vu@ttigroup.com.vn; Lily.Cui@ttigroup.com; Bryant.Mu@ttigroup.com; ruanshimeirong@topband.com.cn,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;HoangMinh.Phan@ttigroup.com.vn;HoangAnh.Truong@ttigroup.com.vn,HoangMinh.Phan@ttigroup.com.vn;HoangAnh.Truong@ttigroup.com.vn,"TVN547430, Phan Hoang Minh (VN.OP-PMC)"
,11277,TOP-TEK TECHNOLOGY (VIETNAM) COMPANY LIMITED,vn_sales3@top-tek.cn; sales_david@top-tek.cn; pmc_vn@top-tek.cn; tina_liu@top-tek.cn; purchase-17@top-tek.cn; vn_sales1@top-tek.cn; vn_sales2@top-tek.cn; Sales_sandy@top-tek.cn; sales_Nicole@top-tek.cn; sales_zou@top-tek.cn; sales_laura@top-tek.cn; ,TienTrien.Pham@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,TienTrien.Pham@ttigroup.com.vn,"TVN533110, Pham Tien Trien (VN.OP-SC)"
,11892,Thien Phu Mechannics Company Limited,"bui.huong@groupthienphu.com; ngo.nhat@groupthienphu.com; nguyen.duong@groupthienphu.com; ThiMyTien.Huynh@ttigroup.com.vn; KieuToMai.Nguyen@ttigroup.com.vn; hung.tranvan@groupthienphu.com
 
",ThienAn.Phan@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThienAn.Phan@ttigroup.com.vn,"TVN524979, Phan Thien An (VN.OP-SC)"
,11916,Toyomi Plastic Company Limited,dat.nguyen@toyomiplastics.vn;Kieu Huynh <kieu.huynh@toyomiplastics.vn>;quang.nguyen <quang.nguyen@toyomiplastics.vn>; dau.hoaiphuong <dau.hoaiphuong@toyomiplastics.vn>; info <info@toyomiplastics.vn>;PMC@toyomiplastics.vn,ThiHongDat.Le@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThiHongDat.Le@ttigroup.com.vn,"TVN592868, Le Thi Hong Dat (VN.OP-PMC)"
,10587,VI NAM VIET TRADING PRODUCTION IMPORT EXPORT COMPANY LIMITED,chi.vo@vinavit.com;dung.dang@vinavit.com;van.huynh@vinavit.com,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,AnhThu.Nguyen1@ttigroup.com.vn,"TVN621316, Nguyen Anh Thu (VN.OP-SUC)"
,9283,VIETNAM HONOR HIGH TECH COMPANY LIMITED,ynpmc02@honor-cn.com; zhaohy@honor-cn.com; pmc31@honor-cn.com;ynpmc01@honor-cn.com,ThiMinhNghia.Tran@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThiMinhNghia.Tran@ttigroup.com.vn,"TVN898, Tran Thi Minh Nghia"
,13408,UNISAFETY TECHNOLOGY (VIETNAM) COMPANY LIMITED,gc3@unisafety.cn;sales19@unisafety.cn;Od01.vn@unisafety.cn,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ThuHien.Nguyen@ttigroup.com.vn,ThuHien.Nguyen@ttigroup.com.vn,"TVN637980, Nguyen Thu Hien (VN.OP-SC-PMC)"
,12725,TRUNG HANG (VIETNAM) RUBBER TECHNOLOGY COMPANY LIMITED,qa@trunghang.vn; nv@trunghang.vn; th@trunghang.vn,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ThuHien.Nguyen@ttigroup.com.vn,ThuHien.Nguyen@ttigroup.com.vn,"TVN637980, Nguyen Thu Hien (VN.OP-SC-PMC)"
